Model,Region,Price_USD,Sales_Volume
5 Series,Asia,114056,9932
M5,Europe,65366,537
X3,Middle East,115703,2498
X3,Africa,93416,2177
3 Series,Africa,81801,3206
7 Series,North America,109011,1918
X5,Asia,81092,9627
3 Series,Asia,51520,8246
X1,Europe,49735,4287
i8,Asia,83167,5864
M5,North America,76678,9533
3 Series,Europe,99927,8745
M5,South America,76924,1796
X5,South America,72937,1973
3 Series,Asia,40840,4609
M3,Europe,35159,177
M5,Africa,61812,2968
5 Series,North America,86998,1892
X5,Africa,62516,9205
M5,Europe,98749,335
X3,Africa,96752,7370
X3,South America,105554,588
X1,North America,84224,4278
7 Series,North America,95235,499
X6,Asia,103056,3972
X5,Africa,113833,5009
i8,South America,47631,1983
7 Series,Europe,118858,9193
i8,Asia,82318,7267
X5,Middle East,35200,9889
X1,Africa,61894,6198
7 Series,Europe,67892,9663
5 Series,North America,101909,9959
X1,Africa,72738,7967
i3,North America,100368,971
X5,Middle East,60203,4029
i8,Europe,40807,3505
i3,South America,38450,1393
5 Series,Europe,35786,5167
5 Series,Middle East,106589,5568
M3,North America,69957,8957
i3,Europe,84588,8537
X6,Middle East,41627,3712
X5,North America,34564,7619
M3,Middle East,73250,4446
M3,Europe,40543,9239
X3,Asia,79036,3133
5 Series,Africa,111629,7531
X1,Europe,36924,6617
3 Series,Asia,68958,4317
3 Series,Africa,78082,5781
X3,North America,95560,8817
M5,Asia,67427,4375
i3,Europe,74133,1374
X5,Middle East,98902,208
7 Series,Europe,40736,9968
3 Series,South America,47835,963
7 Series,North America,51830,4295
i3,Europe,30084,9255
3 Series,Middle East,109145,4719
i3,South America,68850,8015
M5,Middle East,59694,4819
5 Series,Middle East,80766,6269
X3,Africa,48979,9146
X6,Middle East,92416,3044
X6,Middle East,39580,8359
3 Series,Europe,106853,1838
X3,North America,51588,3715
X3,South America,59355,3850
7 Series,Africa,72816,7634
5 Series,Asia,119012,5839
X1,Middle East,69322,4441
7 Series,South America,109561,2009
M3,Africa,108677,8678
5 Series,Europe,90591,7618
3 Series,South America,117490,2299
X1,Europe,76899,9933
X1,South America,51804,4142
M5,Asia,55586,5213
M5,South America,88012,8551
7 Series,Africa,79905,9006
M5,Europe,59395,6480
7 Series,Africa,97468,6078
i8,Middle East,108861,6462
3 Series,Middle East,73392,7889
M3,Europe,42239,7679
M3,North America,36293,618
i3,North America,93988,2084
M5,Africa,41837,4802
M5,Asia,116729,4766
X6,Europe,108867,6839
i8,Middle East,74005,8478
M3,Asia,109772,1993
X1,Middle East,64022,9842
5 Series,Asia,114997,7692
M3,Asia,88747,775
M5,Europe,70378,1317
5 Series,North America,52284,8737
i3,Asia,117713,817
X3,South America,45145,978
X3,Africa,86709,4401
5 Series,Europe,67878,8415
X6,Africa,58615,5429
M3,North America,105252,6981
i8,Africa,38913,4064
7 Series,Africa,93584,5289
M5,Europe,59653,2064
X6,North America,91957,6582
M5,Asia,63641,3597
3 Series,North America,88214,7441
X5,Middle East,60096,7480
M3,Africa,100854,1320
M5,North America,64803,6044
i3,Europe,74801,9549
X6,Europe,61017,8566
i3,Asia,90174,6181
5 Series,North America,72728,9742
7 Series,South America,101143,257
X5,Europe,38350,2140
X5,Asia,31097,4379
5 Series,Africa,101483,8549
3 Series,South America,55835,3272
X1,Asia,48370,6533
3 Series,South America,100336,7812
X3,North America,88407,2879
M5,Asia,76673,9265
X6,South America,116123,8858
3 Series,South America,45031,3380
i3,Asia,53784,6190
M5,Asia,43118,3087
X3,South America,41973,222
M5,Africa,33902,6211
3 Series,Middle East,103575,7030
X1,North America,106216,9574
M3,Europe,61639,1877
X1,Europe,49399,3158
5 Series,Asia,53000,8802
X1,South America,75014,6320
7 Series,Europe,85128,8744
M3,Europe,66017,1583
X3,South America,109925,762
X5,South America,30422,3831
X5,South America,79992,1777
X5,Asia,60342,897
7 Series,Africa,38309,6817
M3,Asia,114959,4602
i8,Asia,71493,883
M3,South America,76791,7901
7 Series,North America,61608,3232
i3,Europe,61119,676
M5,South America,36549,4354
5 Series,North America,100126,2600
7 Series,Asia,62858,5134
i3,Asia,110653,9176
i3,Africa,100704,1966
X1,Middle East,103111,2847
M5,Asia,98675,7185
X5,South America,119876,3954
3 Series,Middle East,88105,2456
i8,Asia,86063,1167
3 Series,Europe,97710,3387
X3,Africa,32066,1762
7 Series,South America,41921,9249
3 Series,Asia,65826,7698
i8,North America,119962,4352
X3,Middle East,111285,1698
X1,North America,49657,8916
X6,Middle East,65399,7187
3 Series,Asia,43251,1768
i8,Africa,71824,2809
X3,Middle East,41024,4317
i3,North America,93796,9572
i8,Middle East,68228,7497
M5,Europe,111010,4931
X5,North America,40927,1508
i8,North America,71851,7517
3 Series,Asia,84777,8625
M5,Middle East,56840,9352
X6,Africa,51376,7301
X5,Asia,119451,3086
X5,Middle East,115270,7583
3 Series,Europe,100786,9880
M5,Middle East,101761,1760
X5,South America,68667,9360
i8,South America,40108,1464
i3,Middle East,75381,8317
M3,South America,52930,7242
i3,Middle East,58677,2719
M5,South America,46154,8681
X5,Africa,49900,7360
X5,Africa,37997,1991
5 Series,North America,103429,3446
7 Series,Middle East,58217,5391
i8,Africa,61252,1606
3 Series,North America,61624,2378
X3,North America,56937,3029
M5,North America,98779,7794
X1,Africa,76798,6747
7 Series,Europe,44620,8760
X1,North America,32784,8250
M5,Asia,88696,1424
7 Series,Europe,50045,7841
X5,South America,77612,5598
7 Series,North America,74165,7716
M3,Europe,58994,4411
5 Series,South America,69846,5620
3 Series,North America,53174,2708
X3,Africa,76382,5799
X1,Europe,33594,6145
7 Series,Africa,110530,5773
5 Series,Europe,31148,6739
7 Series,South America,88737,3193
7 Series,Middle East,65636,2166
3 Series,South America,116989,6757
M3,Africa,69748,9632
M3,Europe,90435,6424
5 Series,North America,31465,8580
X6,Middle East,76088,6997
3 Series,Africa,100782,6833
X1,North America,82874,1404
X1,North America,86268,3443
i8,Middle East,30889,9853
3 Series,Middle East,95066,4167
X1,Middle East,93400,1567
5 Series,Europe,46963,8561
X6,Europe,62931,6319
M5,Europe,92185,7308
X5,South America,52382,5464
M3,Middle East,36743,6037
7 Series,Middle East,35878,2145
X5,Africa,48752,521
X6,Middle East,56962,5175
X3,North America,88233,5313
X5,Middle East,62469,9345
i3,Asia,108735,6096
M5,Asia,47495,1975
7 Series,Asia,39494,5439
7 Series,Middle East,51627,5147
3 Series,South America,71411,235
7 Series,Europe,46424,8045
7 Series,North America,88292,3164
i3,Asia,34280,7271
i3,Asia,95183,6689
X1,North America,44127,9186
X1,North America,34880,2706
X1,Europe,95656,1355
X1,South America,91649,6465
X6,Europe,55516,6115
i3,Asia,118841,3863
5 Series,Africa,98830,2258
5 Series,Africa,57249,3874
X6,Asia,76115,9306
X3,Asia,77685,2588
X1,North America,119081,6309
M5,South America,86600,5511
5 Series,North America,110440,9545
i8,North America,106815,437
i3,Asia,54115,3451
X5,Middle East,48932,4199
5 Series,Europe,60530,6142
X5,Middle East,114522,6193
M3,Asia,50758,2668
X3,North America,57756,1564
M5,Middle East,112752,2918
M3,Asia,78956,3083
3 Series,North America,44337,2991
X5,North America,80260,8642
M5,North America,52104,4877
X1,Europe,82356,721
X6,Europe,50817,4788
M3,North America,36043,4267
5 Series,Middle East,47210,2951
X3,South America,59598,777
X6,North America,35973,9174
X6,Europe,68160,9729
5 Series,South America,103490,4771
5 Series,Asia,54502,894
M5,Europe,90015,3788
M3,North America,74495,1786
M5,Europe,64169,335
i3,South America,45933,8572
5 Series,Asia,99486,8148
X5,Middle East,76064,6616
i3,Middle East,70414,2425
5 Series,Europe,76417,9696
5 Series,Asia,90986,5451
i8,South America,112544,8791
7 Series,Africa,83315,2580
X3,Europe,66906,9148
M5,North America,108462,638
X1,Africa,55674,879
X3,Middle East,43018,6441
3 Series,Africa,94893,2227
M5,South America,71212,5723
3 Series,South America,68650,5816
7 Series,North America,33604,4547
7 Series,Asia,62331,863
M5,South America,54503,1341
X3,Asia,77216,952
X6,Middle East,71587,329
M3,Europe,70170,1413
3 Series,North America,83948,4597
i3,Asia,45758,6062
i8,North America,97052,3452
i3,North America,115411,1488
5 Series,Africa,38777,6807
X3,North America,76510,4911
X1,South America,49523,3788
3 Series,Asia,35750,9081
7 Series,Europe,91882,7571
X1,South America,34971,5050
i8,Asia,87790,6053
X3,Asia,39423,6934
X3,Asia,109092,6547
3 Series,Middle East,59038,8592
M3,Middle East,92328,162
i3,Europe,112224,4815
M3,Asia,83734,9256
M3,North America,114460,4486
M3,Africa,46480,6756
M3,Europe,114709,4596
M5,North America,106362,5113
X6,Europe,92457,8293
M3,Africa,73337,7460
M5,South America,67944,1715
i3,Asia,47801,4124
i3,Asia,99327,9861
X1,Asia,112298,1551
M3,Middle East,94774,7634
i3,North America,55757,3242
X5,Asia,44467,6998
3 Series,South America,71476,1750
3 Series,Asia,40642,4910
3 Series,South America,106088,8442
X3,Africa,57380,655
M3,South America,104017,2736
X1,South America,42682,4785
M5,North America,92326,3984
7 Series,Middle East,82036,6355
X1,Africa,75382,9701
X3,South America,40698,8999
5 Series,North America,117390,8994
X3,South America,48260,8620
5 Series,South America,111234,4548
M3,Europe,95676,1894
X5,North America,109453,6119
X3,Africa,55462,7748
5 Series,North America,105029,1901
i8,Europe,98878,8863
i8,South America,72658,4334
5 Series,South America,43905,2098
7 Series,Middle East,101366,2951
i3,Middle East,83790,4213
3 Series,Asia,67954,2303
X5,South America,118290,6508
i8,North America,64972,9301
5 Series,North America,97877,696
X5,Europe,82046,1204
M3,South America,91253,4389
3 Series,North America,62878,1878
i8,South America,114879,980
i8,North America,73887,6254
5 Series,Middle East,100246,122
M5,Middle East,49771,5047
X1,Africa,117861,3539
i8,Europe,64860,7478
X3,Europe,36741,6759
M5,South America,77697,4150
M3,Middle East,114739,7225
5 Series,North America,86611,5344
M3,Asia,59651,9583
3 Series,Asia,53635,8390
3 Series,Africa,47546,4623
i3,Africa,31664,5046
5 Series,South America,31861,3601
i3,South America,32831,5317
X3,Europe,96102,6796
i8,North America,55780,3555
M5,Asia,87367,4036
X3,Asia,52078,4163
M3,Middle East,93306,7515
M5,Middle East,109937,5262
i3,Africa,69171,9765
5 Series,South America,51415,2407
M3,Middle East,72992,8821
X6,Middle East,118018,3894
X3,Middle East,94678,7963
3 Series,North America,111544,9861
3 Series,Asia,30891,7630
X6,Asia,94412,576
X3,Middle East,95916,3453
M5,South America,78116,5478
7 Series,North America,67607,9656
5 Series,Europe,66740,4232
X1,South America,86230,2842
5 Series,Asia,67850,5511
M3,North America,37211,9243
i8,Middle East,97214,3749
M3,North America,85800,8854
3 Series,Europe,112410,3302
M3,Middle East,35159,6422
X3,Middle East,119882,2547
i3,South America,74758,1796
X6,Asia,101117,8908
7 Series,Europe,110780,7496
5 Series,North America,110808,8511
M3,Middle East,66185,9632
M3,Asia,92952,6205
i8,Middle East,79593,4795
7 Series,Africa,49105,1179
M3,North America,98166,3267
5 Series,North America,94769,7058
M3,Europe,113277,8054
M3,Asia,62045,7502
7 Series,North America,101152,7461
i3,North America,108141,1416
M3,Africa,70722,7005
i3,Africa,80447,3569
i8,North America,38389,5612
X1,Africa,117664,2550
3 Series,Europe,111964,4021
X1,North America,118779,7182
X3,North America,55818,3727
i3,Asia,119010,8721
i8,Africa,97474,576
3 Series,South America,33572,9911
7 Series,Middle East,41225,4916
X1,Asia,73846,7394
7 Series,Europe,50038,1673
i3,Europe,50630,8188
X3,Middle East,114453,8206
5 Series,Middle East,91800,9551
X6,Europe,38069,5787
i3,South America,97752,366
X5,North America,60518,4813
M5,Asia,99226,6532
i3,Asia,43184,2325
3 Series,South America,72624,8766
M3,Asia,33672,1504
X6,Europe,92604,3181
X1,South America,59487,541
M3,Asia,92079,274
5 Series,Middle East,63698,3176
i3,North America,59130,3757
X6,Europe,54240,7305
7 Series,Africa,30085,8935
X3,Middle East,85570,9460
X5,Asia,111764,6336
5 Series,Africa,57907,9284
3 Series,North America,94689,1311
M5,South America,78311,6141
X1,South America,48008,6104
5 Series,South America,118807,7523
7 Series,Africa,35125,4433
3 Series,Europe,57514,785
7 Series,South America,100011,8193
X1,Asia,115978,4200
X1,Asia,35492,1580
X1,Asia,84529,6643
i3,Asia,114654,1803
5 Series,Asia,93178,6217
M3,South America,63381,1145
X5,Europe,34809,6000
M3,Africa,108417,2123
X5,South America,55723,5093
X3,Middle East,72924,1951
X1,Europe,50047,4152
5 Series,North America,56066,9354
X1,Europe,88974,6746
5 Series,South America,64553,4760
M5,Africa,50304,1750
X6,South America,54215,5854
3 Series,Europe,70456,7797
X1,Africa,119783,648
5 Series,Middle East,98781,7754
X1,Europe,96389,1299
i8,Africa,92621,6973
5 Series,Africa,108524,5204
X6,Europe,64310,7725
i3,South America,56254,3675
i8,Asia,97476,7652
5 Series,Africa,73328,284
X1,Africa,88698,5292
M3,North America,51228,5790
i3,Asia,65343,6280
7 Series,North America,83665,4721
7 Series,Asia,98559,8896
X1,North America,67578,2661
3 Series,Asia,117304,6502
7 Series,Africa,116147,6421
3 Series,Europe,94827,2430
M3,South America,95813,1672
i8,Middle East,54069,8000
i3,North America,46395,2256
M5,South America,80935,8659
3 Series,North America,87568,5348
3 Series,Europe,53415,9870
X3,North America,43695,4991
i8,Middle East,81393,7854
7 Series,North America,65307,7418
5 Series,North America,76633,9665
i8,South America,45364,2834
i3,Europe,119630,7963
7 Series,North America,118316,2865
i8,South America,114207,7761
X3,Middle East,56637,9674
X5,North America,66403,6690
X1,Europe,76980,9507
i3,North America,106565,7134
5 Series,Africa,93259,4218
i8,Asia,102434,8137
i8,South America,63212,9007
X3,Africa,37003,7439
X6,Asia,106482,543
i3,Middle East,42661,4350
3 Series,North America,41627,2658
X5,Africa,49962,4641
M5,Asia,64393,7010
M3,Africa,62137,6232
M5,Europe,51918,2449
5 Series,Middle East,98655,7213
5 Series,Middle East,112278,4848
3 Series,Middle East,66400,2168
X6,North America,75672,2649
i3,Asia,88958,1254
X6,Africa,75475,4786
7 Series,Africa,67971,615
X5,Europe,67107,6834
M3,South America,50328,3627
X3,Middle East,35537,9843
7 Series,North America,75899,964
i8,North America,62263,6899
i8,South America,59731,2806
M3,North America,114637,1462
X3,Europe,31176,9619
M3,Middle East,102909,3942
M3,North America,117584,1392
X5,Asia,69377,6668
M3,Middle East,71243,6240
M5,Europe,82154,5736
3 Series,Middle East,115470,7658
3 Series,North America,85383,9869
5 Series,Europe,51015,3506
i8,North America,66367,8191
i3,Africa,48866,4978
X5,Middle East,83374,862
X5,North America,89589,4132
i3,Europe,40920,6518
X3,Africa,110878,6210
3 Series,Europe,99833,7751
5 Series,North America,45830,708
i3,South America,110354,5904
3 Series,Asia,62584,2736
X5,Middle East,99733,5424
X5,Europe,44705,5330
X1,Europe,61585,8875
X3,North America,79540,4800
X5,Africa,80129,9044
M5,Africa,57456,6328
X3,Asia,112855,9570
5 Series,Asia,35861,9581
X5,North America,49281,4537
X1,Asia,105902,520
X1,North America,48984,8866
X5,Asia,77131,2966
i3,South America,60378,7646
X1,Middle East,70856,3263
X3,Asia,51835,9016
X1,Middle East,70631,5565
M3,North America,58120,2722
X3,Asia,33260,1655
M5,South America,88746,6100
X5,Middle East,118946,5862
i3,Asia,39362,1160
3 Series,North America,45402,2100
3 Series,Europe,81953,175
X1,South America,85576,2195
i8,Africa,33223,6579
i8,South America,61970,3827
3 Series,North America,82963,3088
i3,South America,97628,2542
i8,South America,96162,4823
X6,Asia,96495,4981
3 Series,Middle East,32883,1902
7 Series,Middle East,42861,7867
M5,Asia,60696,7894
i8,North America,91576,2132
X5,Middle East,76797,703
X5,Africa,81085,8538
X6,Africa,65054,324
X5,North America,38649,5893
X1,Middle East,112518,156
3 Series,Asia,119809,2198
X1,Africa,63428,9172
3 Series,Europe,93069,6787
X1,Asia,55433,5468
X6,South America,91910,1032
X1,Asia,52947,7800
X3,South America,106047,3722
X6,South America,68557,7747
7 Series,North America,85496,6834
X3,Africa,57722,8317
7 Series,North America,98375,5499
i8,Middle East,79095,1505
i3,Asia,59177,6207
i8,Middle East,56712,1730
X1,South America,114212,1987
M3,South America,84496,1435
i8,Africa,83607,9217
X1,Europe,88694,4983
M5,South America,93470,9172
7 Series,Asia,111735,7065
5 Series,Middle East,51044,5114
X6,Middle East,116101,8803
7 Series,South America,48602,2556
X1,North America,100209,9462
i3,South America,30067,624
X3,Middle East,65945,440
M5,Europe,70964,7354
i8,Africa,38764,5899
i3,North America,96363,3577
X1,North America,64792,8656
X6,Middle East,61931,4194
i8,Asia,65662,7956
X1,Europe,50806,6936
5 Series,Africa,111904,2651
5 Series,South America,44539,4139
M5,Africa,111648,9209
X1,South America,62749,5304
i3,North America,89800,6939
X5,South America,59446,4988
X1,South America,56855,2238
X1,Middle East,81784,7149
X1,Asia,100001,4161
i3,North America,37683,5113
X5,North America,74522,7311
X5,Africa,86427,2055
3 Series,Middle East,43597,6551
X1,Asia,104886,700
7 Series,North America,36714,8840
7 Series,North America,81324,1923
X1,Asia,44766,3329
M3,Middle East,40497,5025
3 Series,North America,79802,280
5 Series,North America,41397,6273
i8,Africa,103365,8517
X1,North America,77621,1132
7 Series,Africa,44722,4824
i3,South America,80652,863
M3,Africa,44772,1897
M5,South America,36012,686
7 Series,Europe,51728,5043
X1,Europe,58578,3235
X5,Middle East,100926,9527
X3,South America,109228,9166
i8,Europe,58763,5837
X5,North America,72604,829
7 Series,South America,51644,5355
i3,South America,81391,9806
X3,Asia,46630,1562
3 Series,North America,114654,4076
M5,Middle East,41403,3221
M5,Europe,44778,7144
X5,North America,60420,5312
X5,Asia,30683,9738
i8,Middle East,110429,2787
X3,Europe,35690,1757
7 Series,Middle East,105141,7196
5 Series,Africa,51341,2246
3 Series,North America,92953,4382
3 Series,North America,77309,9160
7 Series,North America,119434,6981
X1,Africa,53736,9311
3 Series,South America,40756,9126
3 Series,Middle East,116675,4626
5 Series,Africa,72065,4848
i3,Asia,40253,964
M5,Middle East,63144,6747
X6,North America,46607,2796
X3,Middle East,84176,8465
i3,South America,46519,2262
3 Series,North America,70851,9482
5 Series,North America,114631,8985
M5,North America,39320,4512
M3,Africa,47778,3894
i3,Asia,31780,3564
X5,Europe,113111,1298
i3,Asia,54311,2973
i8,Middle East,115905,992
